Column,Title,HTML,Class
modern-love.json,Getting to That Safe Place,Getting_to_That_Safe_Place,?
neediest-cases.json,Living With Multiple Sclerosis, and Separated From the World by a Stairway,Living_With_Multiple_Sclerosis__and_Separated_From_the_World_by_a_Stairway,?
modern-love.json,First Try the Pastrami, Then the Polyamory,First_Try_the_Pastrami__Then_the_Polyamory,?
neediest-cases.json,Donations to Charity Follow Family Tradition,Donations_to_Charity_Follow_Family_Tradition,?
modern-love.json,Swearing Off the Modern Man,Swearing_Off_the_Modern_Man,?
neediest-cases.json,The Part-Time Job That Left Him Laid Low by Fraud,The_Part_Time_Job_That_Left_Him_Laid_Low_by_Fraud,?
modern-love.json,An Itemized Marriage Proposal via Voice Mail,An_Itemized_Marriage_Proposal_via_Voice_Mail,?
neediest-cases.json,From Anonymous Contributor, Nearly $800,000,From_Anonymous_Contributor__Nearly__800_000,?
modern-love.json,It’s Us Against a Particle of Dust,It_s_Us_Against_a_Particle_of_Dust,?
neediest-cases.json,A Caseworker Who Specializes in Fighting Evictions,A_Caseworker_Who_Specializes_in_Fighting_Evictions,?
modern-love.json,Overcoming Love Addiction: One Apple Martini at a Time,Overcoming_Love_Addiction__One_Apple_Martini_at_a_Time,?
neediest-cases.json,Counseling Helps a Family Get Over a Trauma,Counseling_Helps_a_Family_Get_Over_a_Trauma,?
modern-love.json,Welcomed With Open Arms in Mumbai,Welcomed_With_Open_Arms_in_Mumbai,?
neediest-cases.json,Finding Rent Help After Brain Surgery,Finding_Rent_Help_After_Brain_Surgery,?
modern-love.json,When the Toast Is: ‘To Your Health’,When_the_Toast_Is___To_Your_Health_,?
neediest-cases.json,Out of Prison, and Suited Up for a Future,Out_of_Prison__and_Suited_Up_for_a_Future,?
modern-love.json,Perfect, With Childbearing Hips,Perfect__With_Childbearing_Hips,?
neediest-cases.json,Once a Prisoner of Her Body, Now Stronger After Battling Adversity,Once_a_Prisoner_of_Her_Body__Now_Stronger_After_Battling_Adversity,?
modern-love.json,Why Can’t Men Say ‘I Love You’ to Each Other?,Why_Can_t_Men_Say__I_Love_You__to_Each_Other_,?
neediest-cases.json,In Her Third Chance at Life, She Discovers an Appetite for Living,In_Her_Third_Chance_at_Life__She_Discovers_an_Appetite_for_Living,?
modern-love.json,Part of a Whole, but Still Me,Part_of_a_Whole__but_Still_Me,?
neediest-cases.json,At 76, Studying Social Work After Reaching for a Helping Hand,At_76__Studying_Social_Work_After_Reaching_for_a_Helping_Hand,?
