Column,Title,HTML,Class
family-ties.json,The More the Merrier, and the Messier,The_More_the_Merrier__and_the_Messier,?
modern-love.json,A Body Scarred, a Marriage Healed,A_Body_Scarred__a_Marriage_Healed,?
personal-journeys.json,At a Santo Domingo Hair Salon, Rethinking an Ideal Look,At_a_Santo_Domingo_Hair_Salon__Rethinking_an_Ideal_Look,?
private-lives.json,A Reader Behind Bars,A_Reader_Behind_Bars,?
lives.json,Mantel Peace,Mantel_Peace,?
neediest-cases.json,Moving to Be Near Their Daughters, but Still Far Away ,Moving_to_Be_Near_Their_Daughters__but_Still_Far_Away_,?
family-ties.json,Meeting My Father for the First Time,Meeting_My_Father_for_the_First_Time,?
modern-love.json,NYT: Modern Love for 08/05/2006,NYT__Modern_Love_for_08_05_2006,?
personal-journeys.json,In Nepal, a Long, Cold Climb to Inspiration,In_Nepal__a_Long__Cold_Climb_to_Inspiration,?
private-lives.json,Remembering My Mother’s Obsession,Remembering_My_Mother_s_Obsession,?
lives.json,Sights of Silence,Sights_of_Silence,?
neediest-cases.json,After I.B.M., A Downturn In Fortune,After_I_B_M___A_Downturn_In_Fortune,?
family-ties.json,What a Muppet With Autism Means to My Family,What_a_Muppet_With_Autism_Means_to_My_Family,?
modern-love.json,What Shamu Taught Me About a Happy Marriage,What_Shamu_Taught_Me_About_a_Happy_Marriage,?
personal-journeys.json,Traveling While Black,Traveling_While_Black,?
private-lives.json,What Our Telescopes Couldn’t See,What_Our_Telescopes_Couldn_t_See,?
lives.json,Family Portrait,Family_Portrait,?
neediest-cases.json,A Widow’s Loneliness After Burying Her Children,A_Widow_s_Loneliness_After_Burying_Her_Children,?
family-ties.json,Christmas Fudge and Misremembered Snow Cream ,Christmas_Fudge_and_Misremembered_Snow_Cream_,?
modern-love.json,Rescued by an Israeli Soldier,Rescued_by_an_Israeli_Soldier,?
personal-journeys.json,California’s Highway 1, With Memory Riding Shotgun,California_s_Highway_1__With_Memory_Riding_Shotgun,?
private-lives.json,A Scandal at the C.I.A. Maybe.,A_Scandal_at_the_C_I_A__Maybe_,?
lives.json,Happy Meals,Happy_Meals,?
neediest-cases.json,From Homeless to Dream Job in Just One Year,From_Homeless_to_Dream_Job_in_Just_One_Year,?
family-ties.json,Here’s to the Good Times, and an Open Mind,Here_s_to_the_Good_Times__and_an_Open_Mind,?
modern-love.json,Neighbor Bro Smashes My Romantic Fantasy,Neighbor_Bro_Smashes_My_Romantic_Fantasy,?
personal-journeys.json,Sailing Into Today on a Boat From Our Past,Sailing_Into_Today_on_a_Boat_From_Our_Past,?
private-lives.json,A Relative Loss,A_Relative_Loss,?
lives.json,The Turkey-Lurkey Bowl,The_Turkey_Lurkey_Bowl,?
neediest-cases.json,Cancer Patient's New Look Helps to Restore Dignity,Cancer_Patient_s_New_Look_Helps_to_Restore_Dignity,?
family-ties.json,Reel Love: How Films Helped Me Through Postpartum Depression,Reel_Love__How_Films_Helped_Me_Through_Postpartum_Depression,?
modern-love.json,I Married a Republican: There, I Said It,I_Married_a_Republican__There__I_Said_It,?
private-lives.json,The Day of Forgetting,The_Day_of_Forgetting,?
lives.json,A Discarded Chair Finds Its Way Home Again,A_Discarded_Chair_Finds_Its_Way_Home_Again,?
neediest-cases.json,Earning a Degree, and Her Daughters’ Admiration,Earning_a_Degree__and_Her_Daughters__Admiration,?
family-ties.json,Holding On to My Pets, as Alzheimer’s Takes My Memories,Holding_On_to_My_Pets__as_Alzheimer_s_Takes_My_Memories,?
modern-love.json,Why Would My Father Not Want to Know Me?,Why_Would_My_Father_Not_Want_to_Know_Me_,?
private-lives.json,When the Ice Melts,When_the_Ice_Melts,?
lives.json,Mantel Peace,Mantel_Peace,?
neediest-cases.json,‘How Can I Help?’ Meet 5 People Who Serve the Community,_How_Can_I_Help___Meet_5_People_Who_Serve_the_Community,?
family-ties.json,When the Barriers Aren’t Just Physical,When_the_Barriers_Aren_t_Just_Physical,?
modern-love.json,Married, but Certainly Not to Tradition,Married__but_Certainly_Not_to_Tradition,?
private-lives.json,Call if You’re Feeling Lonely,Call_if_You_re_Feeling_Lonely,?
lives.json,The Sinful Son,The_Sinful_Son,?
neediest-cases.json,A Lively Little Girl Needs a Kidney Donor,A_Lively_Little_Girl_Needs_a_Kidney_Donor,?
family-ties.json,The Unexpected Branch on the Family Tree,The_Unexpected_Branch_on_the_Family_Tree,?
modern-love.json,Wanting Monogamy as 1,946 Men Await My Swipe,Wanting_Monogamy_as_1_946_Men_Await_My_Swipe,?
private-lives.json,A Story of Gentrification in Brooklyn,A_Story_of_Gentrification_in_Brooklyn,?
lives.json,Breaking Glass,Breaking_Glass,?
neediest-cases.json,Battling Disease That Has Already Claimed One Mother,Battling_Disease_That_Has_Already_Claimed_One_Mother,?
